Alias,SubmissionTime,AvgLapTime,Rank,LeaderboardSubmissionStatusType,RankingScore
Praveen,1567157509630,10979,69,SUCCESS,10979
Joffe,1567284528994,10992,70,SUCCESS,10992
Adilet,1566863872961,10993,71,SUCCESS,10993
kamitsukasa-SEC,1566514939496,11080,72,SUCCESS,11080
Mano,1567169397018,11108,73,SUCCESS,11108
ThefastBoy,1567090234904,11110,74,SUCCESS,11110
TonyJ,1566062511318,11111,75,SUCCESS,11111
AndreiU,1567287056164,11152,76,SUCCESS,11152
Tricycle-NiftyLAB,1567132748569,11172,77,SUCCESS,11172
luiscosio,1566592576384,11247,78,SUCCESS,11247
KozmoRacer,1567262171850,11254,79,SUCCESS,11254
Covfefe,1567246824117,11277,80,SUCCESS,11277
Maverick,1565190189175,11298,81,SUCCESS,11298
ABaykov,1567295486525,11301,82,SUCCESS,11301
gbrejeiro,1567281306780,11303,83,SUCCESS,11303
KozmoShanghai,1567260298076,11336,84,SUCCESS,11336
shivamgarg,1565513112680,11373,85,SUCCESS,11373
Wasabi-DevelopersIO,1566166809702,11379,86,SUCCESS,11379
Deep-Racer,1567020590004,11380,87,SUCCESS,11380
T-Matsu,1567240448732,11383,88,SUCCESS,11383
mayurmadnani,1567281966582,11395,89,SUCCESS,11395
zurit-v0,1565174262261,11463,90,SUCCESS,11463
Better-Variables,1567157127229,11486,91,SUCCESS,11486
MarcoYolo,1567107747911,11501,92,SUCCESS,11501
HTTVinD,1567231712655,11535,93,SUCCESS,11535
Arc-Steering-Systems,1567264540150,11601,94,SUCCESS,11601
JJ,1567258076687,11601,95,SUCCESS,11601
Jouni-Cybercom,1567004402813,11655,96,SUCCESS,11655
sammy,1567276378178,11733,97,SUCCESS,11733
DR-DNPds,1567097783891,11739,98,SUCCESS,11739
Mohan-Barathi,1567270628268,11765,99,SUCCESS,11765
sfs,1567284564726,11790,100,SUCCESS,11790
PabloEsparza,1565996237592,11801,101,SUCCESS,11801
Chris,1567291071681,11853,102,SUCCESS,11853
Carl,1567263702551,11926,103,SUCCESS,11926
D4D-test,1567071466112,11936,104,SUCCESS,11936
Letsgo,1565683561616,11964,105,SUCCESS,11964
pablo,1566163190819,11975,106,SUCCESS,11975
jonathan9879,1567295710397,11987,107,SUCCESS,11987
Nyaribo-M,1567214947859,11994,108,SUCCESS,11994
Michael-Equi,1565219694871,12027,109,SUCCESS,12027
maeda-ai,1565522427760,12044,110,SUCCESS,12044
k-ota-sec,1565580611281,12057,111,SUCCESS,12057
GarbageCar,1566479319017,12065,112,SUCCESS,12065
Rvbens,1567293739958,12073,113,SUCCESS,12073
SUDUITER1,1566205398012,12095,114,SUCCESS,12095
krishrahul98,1567105231009,12112,115,SUCCESS,12112
MyRockRacer,1567247119275,12121,116,SUCCESS,12121
Vendetta00,1566871747070,12191,117,SUCCESS,12191
Ribbb,1565959557763,12205,118,SUCCESS,12205
MihailD,1567200950190,12271,119,SUCCESS,12271
jinkwonmon,1564853738394,12273,120,SUCCESS,12273
Robin-Castro,1567232728636,12314,121,SUCCESS,12314
narashiba-SEC,1567295591914,12347,122,SUCCESS,12347
StarlightDreamStudio,1567107858929,12349,123,SUCCESS,12349
ThinAirCar,1567082955496,12350,124,SUCCESS,12350
opspresso,1567056323641,12400,125,SUCCESS,12400
mitsunami-SEC,1565961056165,12413,126,SUCCESS,12413
ss,1565709120937,12422,127,SUCCESS,12422
adatzer,1565942396589,12459,128,SUCCESS,12459
invincible,1566408739559,12475,129,SUCCESS,12475
nalbam,1564990297333,12489,130,SUCCESS,12489
Melnana,1567226330254,12490,131,SUCCESS,12490
sideshow-dan,1567071017995,12525,132,SUCCESS,12525
Gemini,1567091869762,12552,133,SUCCESS,12552
Guga,1565234588833,12568,134,SUCCESS,12568
Inventrohyder,1567253903508,12652,135,SUCCESS,12652
MeanSquaresTest1,1567063388994,12683,136,SUCCESS,12683
vano142,1566825060500,12762,137,SUCCESS,12762
KJH,1565071744964,12834,138,SUCCESS,12834
sid,1566962431773,12869,139,SUCCESS,12869
pedrishi,1566462246909,12931,140,SUCCESS,12931
jxtrbtk,1565428340622,12974,141,SUCCESS,12974
noodleman,1567102756779,12991,142,SUCCESS,12991
BespinRacer,1565510770180,12993,143,SUCCESS,12993
Normal-freq-kashif,1567186651628,13001,144,SUCCESS,13001
aa,1566294598199,13004,145,SUCCESS,13004
Pondscm,1566409310578,13008,146,SUCCESS,13008
LokeshLalwani,1567073555452,13020,147,SUCCESS,13020
coreylgorman,1565280865918,13035,148,SUCCESS,13035
kito-DNPds,1565257443336,13100,149,SUCCESS,13100
ogasawara-sec,1567261939318,13130,150,SUCCESS,13130
jasper-north,1565446068538,13203,151,SUCCESS,13203
Hazelnut-DevelopersIO,1567269008534,13227,152,SUCCESS,13227
AnteKristic,1566932855363,13240,153,SUCCESS,13240
mukesh-rl,1567175808760,13252,154,SUCCESS,13252
DodolGarut,1566847602947,13256,155,SUCCESS,13256
t-maru078,1565060084073,13257,156,SUCCESS,13257
baka,1566572385002,13299,157,SUCCESS,13299
inoue-SEC,1566977600813,13305,158,SUCCESS,13305
Bkballer,1565709791816,13326,159,SUCCESS,13326
tiguan,1567177217121,13345,160,SUCCESS,13345
ryo-SEC,1566013286509,13358,161,SUCCESS,13358
Huyshudu,1566992752002,13371,162,SUCCESS,13371
Ajitesh,1565350657633,13385,163,SUCCESS,13385
Torval,1565723529155,13391,164,SUCCESS,13391
PlavaMultipla,1567294959491,13393,165,SUCCESS,13393
Rahul,1566104668989,13430,166,SUCCESS,13430
bharat147,1567270817477,13430,167,SUCCESS,13430
Hayknee,1567035498343,13448,168,SUCCESS,13448
Aravind-Deepracer-v2-challenger,1566915242495,13469,169,SUCCESS,13469
sivag1,1565916433564,13506,170,SUCCESS,13506
SatoM,1565747199613,13533,171,SUCCESS,13533
GWP,1565005161417,13589,172,SUCCESS,13589
zain-patel,1567269243413,13592,173,SUCCESS,13592
Myth,1567151496712,13666,174,SUCCESS,13666
SF,1567214732037,13678,175,SUCCESS,13678
Chaldea,1566592712107,13707,176,SUCCESS,13707
Mister-McGoo,1565898306345,13755,177,SUCCESS,13755
hyyeoh,1567204306961,13811,178,SUCCESS,13811
Eric1,1565815593785,13842,179,SUCCESS,13842
Treebeard,1567038106510,13849,180,SUCCESS,13849
Laura,1566158895926,13950,181,SUCCESS,13950
DivyaPuri,1567102153061,13972,182,SUCCESS,13972
JaiBhim,1567240981560,13973,183,SUCCESS,13973
2ndSeneca-Basic1st,1565971591458,14014,184,SUCCESS,14014
reBorn,1566833890387,14023,185,SUCCESS,14023
rahuldevelops,1566040241894,14024,186,SUCCESS,14024
Q-ninja,1567110254146,14032,187,SUCCESS,14032
Sheldor,1566955238740,14065,188,SUCCESS,14065
theabao,1566473181993,14072,189,SUCCESS,14072
PRRC-DNP,1565338833494,14076,190,SUCCESS,14076
Bhayu,1567063436376,14077,191,SUCCESS,14077
Labbe,1564980315376,14081,192,SUCCESS,14081
N3,1566447840943,14082,193,SUCCESS,14082
whimsicalmaniac,1566548101644,14093,194,SUCCESS,14093
Test-ogura,1565464003906,14097,195,SUCCESS,14097
syl,1567182604450,14133,196,SUCCESS,14133
fastracer,1567295363131,14140,197,SUCCESS,14140
Merfoulis,1567294768411,14147,198,SUCCESS,14147
woodstocktimes,1565017487536,14149,199,SUCCESS,14149
Gradient-Racer,1566320479717,14165,200,SUCCESS,14165
test-dev,1566158846218,14179,201,SUCCESS,14179
Blockhasher,1567236012198,14210,202,SUCCESS,14210
INPL-THUH,1566571730904,14216,203,SUCCESS,14216
UK-ICELAND-NORWAY,1565532295627,14218,204,SUCCESS,14218
ICBart,1565896466568,14253,205,SUCCESS,14253
david-koflaflu,1566438044852,14261,206,SUCCESS,14261
CaliforniaQT,1566919746119,14263,207,SUCCESS,14263
JoeLeyba,1567189325897,14267,208,SUCCESS,14267
TheRealNigerian,1567184385990,14267,209,SUCCESS,14267
Deepak-dpk,1567270273429,14271,210,SUCCESS,14271
Shahzaintariq,1567160784757,14289,211,SUCCESS,14289
HarveyBC,1565646000007,14321,212,SUCCESS,14321
desi-ghost-hunter,1567181897288,14323,213,SUCCESS,14323
Boxic,1566929462227,14337,214,SUCCESS,14337
jinmok,1565657531258,14344,215,SUCCESS,14344
Ailien,1567062300590,14366,216,SUCCESS,14366
light-cycle,1567101090958,14395,217,SUCCESS,14395
Sharpinator,1566397454281,14427,218,SUCCESS,14427
Ikechukwu,1567077357299,14428,219,SUCCESS,14428
Rock-it,1567090811431,14431,220,SUCCESS,14431
umezu-SEC,1567070300738,14448,221,SUCCESS,14448
CaosArkantos,1565713549853,14474,222,SUCCESS,14474
MichalCZ,1567229365483,14516,223,SUCCESS,14516
SEC-Chen,1566347249950,14543,224,SUCCESS,14543
KaduFanti,1567200052793,14546,225,SUCCESS,14546
Race-racer-veernot,1566988229759,14550,226,SUCCESS,14550
Chiranjeevi-Pokala,1567115762796,14592,227,SUCCESS,14592
Shriyan,1567273088670,14615,228,SUCCESS,14615
matsuda,1567148891622,14628,229,SUCCESS,14628
KAGRAZAKA-DNP,1565073331038,14657,230,SUCCESS,14657
Robijohn,1567295929350,14663,231,SUCCESS,14663
TheKinghyDinghy,1565330681809,14663,232,SUCCESS,14663
Emeka-Ezumezu,1567290430560,14680,233,SUCCESS,14680
seimar,1566911678441,14700,234,SUCCESS,14700
Jerec,1567283241041,14702,235,SUCCESS,14702
Meruem,1567291576502,14727,236,SUCCESS,14727
mosh2151984,1565651393244,14741,237,SUCCESS,14741
tokano,1566458430727,14744,238,SUCCESS,14744
FranCar,1567260727585,14749,239,SUCCESS,14749
RagetemperRacing,1566955449341,14764,240,SUCCESS,14764
1llBeeBack,1566552735263,14772,241,SUCCESS,14772
y-wing,1567056022277,14789,242,SUCCESS,14789
nt20190523,1565331730068,14791,243,SUCCESS,14791
shahram95,1567256475225,14811,244,SUCCESS,14811
JoelL,1566526961368,14820,245,SUCCESS,14820
funakisu,1564722508302,14859,246,SUCCESS,14859
GummyBear,1567234818850,14859,247,SUCCESS,14859
AcerRacer,1567137180574,14861,248,SUCCESS,14861
pandabb,1566292239888,14889,249,SUCCESS,14889
cpallapolu,1567197691855,14908,250,SUCCESS,14908
haha,1565168140023,14917,251,SUCCESS,14917
Lewai,1565858674084,14942,252,SUCCESS,14942
Srhastag,1564721498622,14965,253,SUCCESS,14965
mizuki0310,1567060210220,15040,254,SUCCESS,15040
Dimitri,1567213065221,15042,255,SUCCESS,15042
ScreamingJoypad,1567116504273,15072,256,SUCCESS,15072
TRS-DR,1567008305805,15079,257,SUCCESS,15079
seungjaeryanlee,1564863018193,15093,258,SUCCESS,15093
biximilien,1566878372211,15097,259,SUCCESS,15097
BloatedRacerMan,1567174211655,15133,260,SUCCESS,15133
Manymen5123,1566517156340,15145,261,SUCCESS,15145
flyingfree,1567178275448,15150,262,SUCCESS,15150
CruzRamirez,1566231160327,15178,263,SUCCESS,15178
BlackTile,1567193873346,15240,264,SUCCESS,15240
JCL-CERTI-Team,1567219705114,15266,265,SUCCESS,15266
KING,1567234981287,15307,266,SUCCESS,15307
Priit,1567134839184,15310,267,SUCCESS,15310
supe,1565933656382,15332,268,SUCCESS,15332
Pranjul,1565167718556,15333,269,SUCCESS,15333
mueny,1565536821103,15337,270,SUCCESS,15337
DriveToTheFinale,1566655924490,15358,271,SUCCESS,15358
DC-Tairu,1565151426211,15397,272,SUCCESS,15397
Binit,1567165942918,15413,273,SUCCESS,15413
anonymous-racer,1565345409913,15457,274,SUCCESS,15457
Arias,1567048760402,15461,275,SUCCESS,15461
JKY-JB1,1566122904185,15484,276,SUCCESS,15484
Vita,1565906418767,15485,277,SUCCESS,15485
MartiniRizzo,1566943336791,15500,278,SUCCESS,15500
Hendria,1565690614166,15523,279,SUCCESS,15523
lindapinda,1566607179716,15547,280,SUCCESS,15547
Meng,1567295235799,15586,281,SUCCESS,15586
PierreNodoyuna,1567152704096,15612,282,SUCCESS,15612
RacingDonkey,1566198181459,15673,283,SUCCESS,15673
zi-kart,1567010232204,15676,284,SUCCESS,15676
Pico,1565188448385,15678,285,SUCCESS,15678
PennyRacer,1567029019896,15710,286,SUCCESS,15710
RexRacer67,1567094460288,15731,287,SUCCESS,15731
bydesign,1565442872959,15743,288,SUCCESS,15743
TonyMarkham,1567186098684,15789,289,SUCCESS,15789
Eibegger,1567260772195,15791,290,SUCCESS,15791
TheJJ,1567025202831,15797,291,SUCCESS,15797
CapMapre,1567125091269,15832,292,SUCCESS,15832
LittleGoblinV2,1565764681168,15894,293,SUCCESS,15894
matos-france,1567184841617,15971,294,SUCCESS,15971
IVaibhavMalpani,1567187834931,16005,295,SUCCESS,16005
joselhg,1566699744733,16012,296,SUCCESS,16012
KolaB,1567282413160,16045,297,SUCCESS,16045
sddaidai,1566613012061,16065,298,SUCCESS,16065
Astonishing,1567069872377,16079,299,SUCCESS,16079
Pysam4,1566760581726,16095,300,SUCCESS,16095
deepcart,1567289251850,16096,301,SUCCESS,16096
RacerY,1566860063237,16138,302,SUCCESS,16138
Mercenario,1565252775748,16159,303,SUCCESS,16159
Sputnik,1565377857553,16179,304,SUCCESS,16179
GTeire87,1565311946293,16180,305,SUCCESS,16180
mgarod,1566940428254,16189,306,SUCCESS,16189
PaulMR,1567285920437,16206,307,SUCCESS,16206
DEMSAI,1566501515531,16364,308,SUCCESS,16364
SilvioMoriNeto,1566782108375,16398,309,SUCCESS,16398
Udelity,1566987081317,16401,310,SUCCESS,16401
turtles,1567289170675,16404,311,SUCCESS,16404
Divit-Bui,1567213006486,16436,312,SUCCESS,16436
Team-Ben-Shannon,1564704980382,16450,313,SUCCESS,16450
MoJoMoon,1565759791445,16503,314,SUCCESS,16503
deepracer-tech,1566264032339,16533,315,SUCCESS,16533
RakiChow,1567278799472,16576,316,SUCCESS,16576
Petro,1566582387240,16620,317,SUCCESS,16620
RootOver1,1565769099675,16654,318,SUCCESS,16654
5avocados,1565046825583,16683,319,SUCCESS,16683
MarkRossAtos,1566890352403,16693,320,SUCCESS,16693
Numentar,1566540323847,16705,321,SUCCESS,16705
WholeSquare,1566727408321,16720,322,SUCCESS,16720
Gabe-M10,1565116830124,16778,323,SUCCESS,16778
MarcosBR,1566471018108,16796,324,SUCCESS,16796
Bowtie,1567066668340,16804,325,SUCCESS,16804
MRaju,1567291517334,16822,326,SUCCESS,16822
HectorBE,1566168528076,16835,327,SUCCESS,16835
Khubaib,1567295462481,16889,328,SUCCESS,16889
IronBird88,1565340166768,16945,329,SUCCESS,16945
ALPHA,1567058665939,16954,330,SUCCESS,16954
VictorNascm,1567292112999,16967,331,SUCCESS,16967
j0rg3B3d,1567229819761,17029,332,SUCCESS,17029
HvyDs,1565043941215,17051,333,SUCCESS,17051
RaoulRacer,1565577806369,17114,334,SUCCESS,17114
sde-spie-19AI,1565340108068,17136,335,SUCCESS,17136
abhinav-cowkur,1567101944315,17136,336,SUCCESS,17136
zabalari,1565206696271,17156,337,SUCCESS,17156
RJ,1564951706849,17163,338,SUCCESS,17163
thisisarandomracername,1565214835850,17164,339,SUCCESS,17164
matadorable,1566878954062,17264,340,SUCCESS,17264
tc,1565611749613,17286,341,SUCCESS,17286
iceman-Cisco-GIS,1567160519724,17297,342,SUCCESS,17297
Shendy,1566475757392,17300,343,SUCCESS,17300
Tlanguillat,1567213594891,17300,344,SUCCESS,17300
Brock-Samson-Gal-Pal,1566040571391,17307,345,SUCCESS,17307
5ervant,1565311814136,17323,346,SUCCESS,17323
Mirko,1566726960711,17327,347,SUCCESS,17327
Ajay-thakur,1567049431805,17343,348,SUCCESS,17343
amit-rastogi,1566931067572,17373,349,SUCCESS,17373
chilmeran,1567144274161,17375,350,SUCCESS,17375
Mkus,1567137316048,17475,351,SUCCESS,17475
devops-4-clone,1565320936280,17493,352,SUCCESS,17493
Denisa-Maria-Ilie,1565102895960,17493,353,SUCCESS,17493
Usin,1566826855873,17505,354,SUCCESS,17505
iRaceuDrive,1565213420128,17509,355,SUCCESS,17509
Monster,1565856658001,17509,356,SUCCESS,17509
raulserrano223,1566977947196,17512,357,SUCCESS,17512
amitsharma,1567194674968,17520,358,SUCCESS,17520
SirAnil,1565430949959,17532,359,SUCCESS,17532
team-takano-test,1566959182483,17547,360,SUCCESS,17547
Nerdimite,1565147520809,17548,361,SUCCESS,17548
Baba70,1567031846523,17551,362,SUCCESS,17551
katookatoo,1567275213557,17551,363,SUCCESS,17551
ladrians,1567059401358,17552,364,SUCCESS,17552
W,1566963803759,17578,365,SUCCESS,17578
a-bhansali,1565364009990,17591,366,SUCCESS,17591
SuryaSanchez,1567070777785,17619,367,SUCCESS,17619
nonackanata,1567071759110,17662,368,SUCCESS,17662
acracer,1565952959318,17693,369,SUCCESS,17693
TemperanceSystemTechnologies,1565667117036,17693,370,SUCCESS,17693
StromBreaker,1564685949652,17736,371,SUCCESS,17736
spiros,1565026529308,17750,372,SUCCESS,17750
santiagofr95,1565360606885,17783,373,SUCCESS,17783
YN-VXC,1566280632661,17785,374,SUCCESS,17785
masashiiii,1564649267405,17810,375,SUCCESS,17810
Shipitsyn,1566736287893,17840,376,SUCCESS,17840
tutui-takanori,1565010305243,17846,377,SUCCESS,17846
Mohamed,1566139947778,17877,378,SUCCESS,17877
gjseminario,1566642918767,17907,379,SUCCESS,17907
Pacos,1566617712091,17914,380,SUCCESS,17914
TaxiDeItera,1567078104081,17920,381,SUCCESS,17920
007,1566573030893,17924,382,SUCCESS,17924
saulito013,1567053849117,17967,383,SUCCESS,17967
Dingodile,1564976019056,18010,384,SUCCESS,18010
STR-F1,1565054402473,18043,385,SUCCESS,18043
MrDeepRacer,1566800568790,18061,386,SUCCESS,18061
Rimov-Train,1567226117703,18070,387,SUCCESS,18070
YN-20190830-1,1567162967717,18094,388,SUCCESS,18094
peabody,1567134217877,18130,389,SUCCESS,18130
Jackie-Yau,1565332550336,18164,390,SUCCESS,18164
tammy-628,1567030471861,18180,391,SUCCESS,18180
zempleni,1566123298595,18199,392,SUCCESS,18199
TheBabyDriver,1566997587865,18222,393,SUCCESS,18222
sangwonBaek,1566712027249,18236,394,SUCCESS,18236
Friday-Cisco-GIS,1567100038492,18238,395,SUCCESS,18238
HawkEyeB007,1565369192931,18307,396,SUCCESS,18307
FelipeLopes,1566834484989,18313,397,SUCCESS,18313
Impulse,1564855750077,18332,398,SUCCESS,18332
drinkins,1566866789263,18339,399,SUCCESS,18339
kuldeeps7,1566791648558,18367,400,SUCCESS,18367
mehmetoguzderin,1566275791309,18399,401,SUCCESS,18399
PatrickShanghaiDeepRacerTest,1565251224363,18409,402,SUCCESS,18409
Kukkolimo,1566849026535,18409,403,SUCCESS,18409
BoDEEHoHG,1566516088602,18445,404,SUCCESS,18445
Benkinker,1566224172551,18453,405,SUCCESS,18453
somerandomcar,1565359549329,18487,406,SUCCESS,18487
NewSpeed,1567166989734,18503,407,SUCCESS,18503
digiscidb,1566513578638,18506,408,SUCCESS,18506
StelioNhatuve,1567245715402,18533,409,SUCCESS,18533
Jul1an0-IVI,1565957049568,18536,410,SUCCESS,18536
Stanila-Andrei,1565332646961,18571,411,SUCCESS,18571
DKotto,1567036405132,18589,412,SUCCESS,18589
TLME,1564669805127,18597,413,SUCCESS,18597
bar-sc,1567236782335,18610,414,SUCCESS,18610
Vitax84,1565549753241,18623,415,SUCCESS,18623
Pysam3,1566584981971,18626,416,SUCCESS,18626
Rakesh-Arumalla,1565306367969,18629,417,SUCCESS,18629
val,1566335755066,18651,418,SUCCESS,18651
thebestracer,1565983584987,18665,419,SUCCESS,18665
GrowthPlay,1564676123166,18676,420,SUCCESS,18676
deep-caiopava,1567014629862,18680,421,SUCCESS,18680
valluri,1567181700743,18684,422,SUCCESS,18684
GradientFire,1565246303673,18695,423,SUCCESS,18695
BIL,1566773175585,18703,424,SUCCESS,18703
firestorm007,1566279329473,18736,425,SUCCESS,18736
keiko,1566235019265,18756,426,SUCCESS,18756
Call-E,1567093466293,18774,427,SUCCESS,18774
KamranVic,1566746481702,18795,428,SUCCESS,18795
JuanCadena,1566341806468,18797,429,SUCCESS,18797
juhyungSon,1565140720389,18860,430,SUCCESS,18860
Mach5test1,1564688763646,18887,431,SUCCESS,18887
TheNotQuiteSoFastButAlsoNotCompletlySlowOne,1566144405772,18891,432,SUCCESS,18891
MarkyMark,1567119344521,18903,433,SUCCESS,18903
KalRacer,1565643486760,18909,434,SUCCESS,18909
IrinaGr,1567143603941,18938,435,SUCCESS,18938
zelacerda,1566439359185,18982,436,SUCCESS,18982
ezeebee,1567102898583,19000,437,SUCCESS,19000
osanai,1567055064803,19014,438,SUCCESS,19014
Garnet,1566440877557,19019,439,SUCCESS,19019
BKBathon,1567178506644,19037,440,SUCCESS,19037
escanor1996,1565645199777,19065,441,SUCCESS,19065
ben10,1567263437551,19083,442,SUCCESS,19083
StavrosDimopoulos,1567173573702,19087,443,SUCCESS,19087
1nvincible,1565993836445,19093,444,SUCCESS,19093
meta4,1566828979787,19099,445,SUCCESS,19099
TLGonzalez,1567230559005,19120,446,SUCCESS,19120
McLaren-MP4-4,1567014858404,19145,447,SUCCESS,19145
GizmoV1,1565210507757,19169,448,SUCCESS,19169
SU,1567228855127,19171,449,SUCCESS,19171
Salino,1567249647573,19171,450,SUCCESS,19171
NCC-1701,1566293855117,19239,451,SUCCESS,19239
KyawSoeHein,1564913204990,19271,452,SUCCESS,19271
mrcly,1565679774657,19271,453,SUCCESS,19271
Paseul,1566922459244,19285,454,SUCCESS,19285
Yash,1565620754775,19292,455,SUCCESS,19292
DYats,1565572079268,19299,456,SUCCESS,19299
zemien,1565926804808,19311,457,SUCCESS,19311
SideSlide,1565481880498,19343,458,SUCCESS,19343
Antroboos,1565547725998,19349,459,SUCCESS,19349
ashwin,1567294651481,19383,460,SUCCESS,19383
AvilaTech27,1566665233022,19445,461,SUCCESS,19445
El-Mazatleco,1567270154186,19447,462,SUCCESS,19447
kmaier,1567255030350,19462,463,SUCCESS,19462
jakipatryk,1567129267325,19477,464,SUCCESS,19477
BB,1564908211617,19493,465,SUCCESS,19493
The-Mobius,1566274753883,19504,466,SUCCESS,19504
evanca,1567011627302,19507,467,SUCCESS,19507
aracer,1565014950590,19509,468,SUCCESS,19509
SkinnyCalvinny,1565373996537,19541,469,SUCCESS,19541
halo34,1566564260876,19577,470,SUCCESS,19577
Aditya-Banik,1564814328140,19578,471,SUCCESS,19578
megu-2,1567139300499,19587,472,SUCCESS,19587
GDR,1565026520350,19615,473,SUCCESS,19615
nikator23,1567286136862,19622,474,SUCCESS,19622
SagarmathaTech,1567249161548,19645,475,SUCCESS,19645
andreiliphd,1565015515638,19662,476,SUCCESS,19662
bwei,1565616258627,19666,477,SUCCESS,19666
Ivberg,1565453418337,19716,478,SUCCESS,19716
sirvimukesh,1566891951747,19723,479,SUCCESS,19723
JonathanPorterJones,1565787721116,19795,480,SUCCESS,19795
kam013n,1567292044479,19822,481,SUCCESS,19822
BradleyWarrior,1567184826299,19840,482,SUCCESS,19840
rushlet,1564998442893,19875,483,SUCCESS,19875
ddct,1567270326109,19887,484,SUCCESS,19887
AshUpadhyay,1567161234904,19911,485,SUCCESS,19911
AdsWilko,1565083033915,19926,486,SUCCESS,19926
hiroyha,1565582485902,19947,487,SUCCESS,19947
ossamum,1566691443642,19964,488,SUCCESS,19964
5K,1565507279116,19972,489,SUCCESS,19972
carlo98-aimonin,1565900277416,19991,490,SUCCESS,19991
Lightning-Mc-Queen,1565723616754,20010,491,SUCCESS,20010
KITXIX,1567289900915,20062,492,SUCCESS,20062
gksbrandon,1566279653744,20074,493,SUCCESS,20074
NeuralRacer,1565959771265,20092,494,SUCCESS,20092
KNITT,1565345812071,20104,495,SUCCESS,20104
Basheer88,1567295154830,20105,496,SUCCESS,20105
abhitnc,1565429932055,20132,497,SUCCESS,20132
