Alias,SubmissionTime,AvgLapTime,Rank,LeaderboardSubmissionStatusType,RankingScore,UserId
TRS-DR,1572177925796,9500,26,SUCCESS,9500,zMjLOJ-lQs-yFyRGAVIGeg
chilmeran,1571767058539,9508,27,SUCCESS,9508,s7kgtIlGRp6UC6khx61AxQ
Jochem,1570662084067,9585,28,SUCCESS,9585,RBPhZc5eTVmEF_gpSV7skg
nalbam-me,1570094698789,9716,29,SUCCESS,9716,PnRru4vBRkeyT4xX6LOCtw
PolishThunder,1572306961454,9922,30,SUCCESS,9922,qi512oGVTry8V-KtP6j2_w
DarkChocolate,1570826388150,9997,31,SUCCESS,9997,ROK8anfTQWqjqiA5F3p13Q
Sola-DNPds,1570684084274,10120,32,SUCCESS,10120,qH2hI69YTQGTOyWa15PW3w
mogamin,1572241809595,10341,33,SUCCESS,10341,w_Y5mt1vSTuvUJfW5G9bUw
JoeLeyba,1570377389086,10399,34,SUCCESS,10399,nzfVL37yS2G5OUkCQh7omQ
hirosys,1572394801874,10648,35,SUCCESS,10648,DhYHXwMpSFuKMR0_Hv3Ndg
Lina,1572533307479,10722,36,SUCCESS,10722,XeBgwELvQ_uvlo7ETeWk6w
Tricycle-NiftyLAB,1570690658772,11102,37,SUCCESS,11102,0QJuiEnUQRSzfwcN8yCM0A
Alex-Schultz,1570645567968,11172,38,SUCCESS,11172,rTBRi4_hQXW0hS5_UhvOFg
juvchan,1572562961779,11177,39,SUCCESS,11177,SWmpLTxVTtSX60JXqXxgbg
mayurmadnani,1570034221232,11525,40,SUCCESS,11525,hr8K12KMRhSIDUEJbQT8fg
JPMC-LONDON-HandsFree,1572076292470,11552,41,SUCCESS,11552,DZAYqyd-Tp6eE15IopWCgQ
Gradient-Racer,1571830286920,11675,42,SUCCESS,11675,iOKDB08cRA-XI-D6TA9KLw
Merfoulis,1571537069177,11776,43,SUCCESS,11776,ZXo038NgQoikG6lL_A5fVQ
2nd,1572258252915,11793,44,SUCCESS,11793,wxGTEIt_RgCxzk8bnLBtfg
PaulMR,1569986293869,11807,45,SUCCESS,11807,VoHUfxP_TkWMCSzfaWndRg
shivamgarg,1570091961526,11818,46,SUCCESS,11818,lcbTqvodQQafR4PKic6Ebg
hiroisojp,1569943331337,12319,47,SUCCESS,12319,_0ZNctRRQz2bXTbPUszW1Q
vincent42Paris,1572566249196,12684,48,SUCCESS,12684,mRBqxlKaQ4S2FXvP2uDwHA
Wisdom,1571448009388,12687,49,SUCCESS,12687,VsRPXEYgQp63TXEsbtAF1w
AAG001,1572523009676,13291,50,SUCCESS,13291,LK6sGa2gSSK8gVvo9YU1wg
Giaco,1572519721219,13306,51,SUCCESS,13306,W0KfevJdRWiQfxwL4NH15g
KasztP,1569915397151,13424,52,SUCCESS,13424,B_NHhZzIT7yLboMZHKC3Qw
marcusholmgren,1572557178096,13711,53,SUCCESS,13711,rIITsfzqRbessUyxNzGXWQ
satussy777,1571530080899,13801,54,SUCCESS,13801,IYaF6LtbRWmZE9xBm87JmQ
TPA-SB3,1571835862755,14188,55,SUCCESS,14188,b_KkyuRPQMyQOTa46DZejw
mac-monkey,1572493911312,14634,56,SUCCESS,14634,wVCqfE5-RxmH9_hUwMTawg
Deepak-dpk,1571570887682,14678,57,SUCCESS,14678,gDTBFK77TM6wD6uObZlulA
Adam-H,1570228032008,14810,58,SUCCESS,14810,63LM4ZOGRmyM9GjZ-IVJgg
NewSpeed,1569902897368,15053,59,SUCCESS,15053,O6ueG2wYT6aD1Cv_Lnf-7g
peabody,1571610868831,15075,60,SUCCESS,15075,OS1o1KwcTW-cLHcOmU77gQ
MyCar1,1571876043275,15177,61,SUCCESS,15177,e0wBzxZHQ-OVJa2-sO2m0Q
Ernesto-PhilJ,1572369862845,15205,62,SUCCESS,15205,8zBEAp0-S5yGbcZvytGZGQ
7th-MiddleVillage,1571091812758,15290,63,SUCCESS,15290,kCOufMbmQhywHFtX2ceTyA
Dbest,1572446434526,15544,64,SUCCESS,15544,SaTgANHcTaC6HBqk8LZPyg
CHI-Rising-Crescendo,1571112740862,16128,65,SUCCESS,16128,nY_dnhQ_Q2qOXz1zdfRD-Q
ddct,1571323828304,17345,66,SUCCESS,17345,-uSMKduNRmuMpW8_tgKioQ
TuR0k,1570520186339,17414,67,SUCCESS,17414,Sovf5PyrTHqpeGZubbN-PA
LuiX,1572546564611,18497,68,SUCCESS,18497,0NCqw4XFR9G70Ud6mp5fRw
AWS-NextGen-Agera,1570842737998,18876,69,SUCCESS,18876,hO3uBnpVQfO_lo6Kf3z1lg
TheOldTrackBoss,1570526261534,18900,70,SUCCESS,18900,hbVXmPNNTAGt_ndmy0JCtg
ShakeBake,1570674916187,19304,71,SUCCESS,19304,5mENFzphQeSDCpfVqjferQ
Rakesh-Arumalla,1570236188706,19511,72,SUCCESS,19511,agzUTeeLS8GvRr8Ge5JpJA
TPA-SB2,1570366317925,19682,73,SUCCESS,19682,x3z_O9BuRgaKhrOyrLX6SQ
Shibaken,1571726207245,19846,74,SUCCESS,19846,_sDxVuE-Qga71LVGDGd4iQ
SennaCar,1572558777804,20354,75,SUCCESS,20354,7Fqn7CweRXeOAt-QDu840w
CruzRamirez,1570112981493,20424,76,SUCCESS,20424,Zx_FEQUGTo-DLKNy6O2y-g
mfxc-DENSO,1572184727999,23019,77,SUCCESS,23019,dALs-sa9SS6R8HoKqSlWNg
Ooiean,1569969328209,24899,78,SUCCESS,24899,uMkh4o8WThOHzXS3S015ew
IhaveNoIdeaWhatIAmDoingRacer,1572394828498,28942,79,SUCCESS,28942,E6rUEzuYQwi0lcsrHKxeDA
ttt,1571361724343,36839,80,SUCCESS,36839,EZIvl0NtTuWs2KxOJVApnA
JPMC-London-Kachow,1570460784177,39580,81,SUCCESS,39580,yQSFail2SLGaFehqTOx1dA
TxRacing,1570165659758,44319,82,SUCCESS,44319,btCquVIuRl6X1hnNwlYpjg
HipsterGod,1570951594593,55349,83,SUCCESS,55349,1d0UW7MMQv2WyCU54pQYNQ
tk0627,1571336289567,57847,84,SUCCESS,57847,fx5TA-QMQrGO7P18u0BwRQ
denyshubh,1572324262084,58610,85,SUCCESS,58610,ZBo91wbDS0K6e8H4YrBZkw
Cam-Andretti,1570655975143,69846,86,SUCCESS,69846,56lqhQE6QnOgfMyu2_SsVg
TeamML,1570761283149,74551,87,SUCCESS,74551,_BHtdYtmTZq3vLpw75lSEQ
JPMC-LDN-WhichWayIsReverse,1570380136374,74576,88,SUCCESS,74576,nnwMPoQdSfGiO9025TEbUA
MyNameTaken,1571336781419,75633,89,SUCCESS,75633,if8AWQbDTSyW61eqbK-Zsg
MASTERRACER,1570509953850,77935,90,SUCCESS,77935,Va4lndseRtOxkaNuwkPYkA
eval1,1571696621379,84186,91,SUCCESS,84186,5K5Iq-YASO-KMpQL-t4HZA
TPA-SB1,1571308532159,86051,92,SUCCESS,86051,WTUg-fcURfyu_1IFEzaAng
