Alias,SubmissionTime,AvgLapTime,Rank,LeaderboardSubmissionStatusType,RankingScore,UserId
Robijohn,1575049678659,960,1,SUCCESS,960,eafb790bc3cf4831b217f685f1f78c50
XamYxar,1574294710259,7984,2,SUCCESS,7984,dcc31992c8fd4f809126e94d369659bc
yojio,1574198396885,8081,3,SUCCESS,8081,aa04117930b043bb90b9b503c0b04ba6
JJ,1573436845517,8091,4,SUCCESS,8091,afdcX_4vRH6Ussd0mbg5LQ
TonyJ,1575026039709,8133,5,SUCCESS,8133,af962be5a4ed4c57af8075bbd79a0d35
satussy777,1573902991235,8298,6,SUCCESS,8298,IYaF6LtbRWmZE9xBm87JmQ
Yeti,1574689968029,8551,7,SUCCESS,8551,1SGxAyrnQ96tWb-rolMeBQ
Chris,1573743116825,8691,8,SUCCESS,8691,aacf3d25f2514396b12f8cdd0ea5593c
Usin,1574591484317,8782,9,SUCCESS,8782,0U0AhasoQkySiJ1to8xBZw
Jerec,1573175203873,8973,10,SUCCESS,8973,RH6ep-5mRmmVLqHClba8_Q
PGS-Tomasz-Panek,1573920385826,8973,11,SUCCESS,8973,37a5c49c99eb4b0aa746ad7150284534
hirosys,1574765572099,8976,12,SUCCESS,8976,DhYHXwMpSFuKMR0_Hv3Ndg
ChangsooCap,1574420535245,8981,13,SUCCESS,8981,de38e6001db54c6d9f8f16cfc053f543
hisys-ohara,1575153771734,8985,14,SUCCESS,8985,4a03c65c3b2b4ee1a0e93a45c5521940
hyeonwoo,1574828947967,9002,15,SUCCESS,9002,33e71e648ce247d8b908ba923dc445d0
RichardFan-dr,1575080220712,9083,16,SUCCESS,9083,oxm3h2AtTpGqAnGZ4vzYpg
ShibaInu-DevelopersIO,1573827914850,9107,17,SUCCESS,9107,q3lEztDGTfSD-GgkF5IgTg
Ensono-AWS-Team,1574107011283,9361,18,SUCCESS,9361,79d2889ade694e43b9b14242d2680243
Etaggel,1573155521667,9383,19,SUCCESS,9383,BwHxax8oR-e8kzZqNd5_Sw
ABaykov,1574138191650,9386,20,SUCCESS,9386,aa28j7SWTd-LxMzvFoj_bA
GT-DevelopersIO,1575118825733,9403,21,SUCCESS,9403,8WSp4P7ZRn-jJgZLnugwkA
AbdElrhman-Mohamed,1575158210192,9407,22,SUCCESS,9407,d9243e581b3845caac26414060f36745
Kire,1574407103766,9432,23,SUCCESS,9432,N0y9CR6fQN-a4UlAFsTC5Q
Ernesto,1573898452534,9437,24,SUCCESS,9437,8zBEAp0-S5yGbcZvytGZGQ
Lina,1573763995628,9448,25,SUCCESS,9448,XeBgwELvQ_uvlo7ETeWk6w
PrimeWheels,1574778064183,9510,26,SUCCESS,9510,c571d11d1d7b4910bf3a720e21d06d20
Dalyo,1574638756643,9533,27,SUCCESS,9533,ce7078d6e33a4e9fa28b3a02ff5d8950
kimwooglae,1574398987168,9581,28,SUCCESS,9581,bOqKo-ebR_essdUaZVGO4Q
think,1574423364476,9709,29,SUCCESS,9709,IHHC4YftQLaMAs0VyXFJzw
MattC,1574503773365,9770,30,SUCCESS,9770,98ca07ba7e974940a0c92ba00249fdeb
Nakamura-NiftyLAB,1573538346476,9772,31,SUCCESS,9772,ed3c0944fc6146e98025f831d026a6b3
DR-DNPds,1574869193898,9776,32,SUCCESS,9776,5d91f1e639364d3abfeaffbf83b56940
NewSpeed,1574173864344,9837,33,SUCCESS,9837,O6ueG2wYT6aD1Cv_Lnf-7g
nalbam,1573302280008,9845,34,SUCCESS,9845,2dc82e17c1b14ad0be1e175e90ab283f
KR-seren,1574788236488,9977,35,SUCCESS,9977,9165030dc2dd4cac9d1a226fe4426454
juvchan,1574081184016,9985,36,SUCCESS,9985,SWmpLTxVTtSX60JXqXxgbg
nalbam-me,1573810124190,10047,37,SUCCESS,10047,PnRru4vBRkeyT4xX6LOCtw
DBroRacer,1573650933332,10101,38,SUCCESS,10101,54425ec014b54b2289413a8923c1c1aa
Adam-H,1574024795374,10112,39,SUCCESS,10112,63LM4ZOGRmyM9GjZ-IVJgg
TRS-DR,1574440751491,10117,40,SUCCESS,10117,zMjLOJ-lQs-yFyRGAVIGeg
Jouni-Cybercom,1574120818366,10121,41,SUCCESS,10121,7657430f130444b28d821da069102286
Alan-at-GJI,1574819414064,10229,42,SUCCESS,10229,434f08bbe8b949d3aa80e41f7a8e6f94
DBroOutrun,1573204530494,10255,43,SUCCESS,10255,445965d064894935ba49686c59a31e1d
PolishThunder,1573384376939,10308,44,SUCCESS,10308,qi512oGVTry8V-KtP6j2_w
kite-jack-thrice,1574713556530,10315,45,SUCCESS,10315,4c0a70d6f4ea45429b9ecb96cbe161a0
JasonLian,1574543182764,10393,46,SUCCESS,10393,21b718ff4c3c462ba98ea723a515f386
MING-CHUN,1575065782835,10560,47,SUCCESS,10560,qoQoafc4RhGMzWx_fwBp4w
Jochem,1573906415995,10560,48,SUCCESS,10560,RBPhZc5eTVmEF_gpSV7skg
Robin-Castro,1574521684325,10572,49,SUCCESS,10572,qaH8R2-8TlG79mslpdPfGg
tes,1574473513950,10582,50,SUCCESS,10582,fb477e7ab0c74e35b93cd1d0e77d0ab9
mc,1574659408795,10716,51,SUCCESS,10716,52a105cb81d548ef987e43f840f6772f
RayG,1573187463928,10793,52,SUCCESS,10793,YNrvM9f5RteeSrCl7oFC5w
Andrew-B6,1573538343643,10796,53,SUCCESS,10796,521e5cacf2c64c918d2801048e7b3eb2
HY-DNP,1574308343783,10853,54,SUCCESS,10853,137492c064ad4b1bbb813cc474d4836b
Qbaza,1573724596992,10912,55,SUCCESS,10912,dd1567000932458a82add3a6bb75eb46
mito-NiftyLAB,1573548297661,10957,56,SUCCESS,10957,18495801a19e49dbab700b8d32821e6a
BSi,1573352269296,11026,57,SUCCESS,11026,2eb231b0a43f4940bfed3635e8a15a6e
muzi,1574858017509,11130,58,SUCCESS,11130,-MRzonoQTti4O6q-Q7tYmQ
OneDudeDesign,1573171009160,11137,59,SUCCESS,11137,tLd0GWYiT0qzqq6YRFVXhg
BrusbyA,1574782379522,11232,60,SUCCESS,11232,45f0f373b6a8436baa93159235fd4cb7
MrMichaelSchulze,1575035370707,11271,61,SUCCESS,11271,1d0afbed6ca248bfad51835f6b2dab22
hisys-uchiwa,1574119049064,11325,62,SUCCESS,11325,6c6987ebe8e246feb49446ddccd65a3a
noko-NiftyLAB,1573202211796,11430,63,SUCCESS,11430,f5e21987300449b2907ea9b386729d9e
astronav,1573630250301,11443,64,SUCCESS,11443,032a33f14ff54a25b13bd128229ed2b6
XLR8,1573537843888,11518,65,SUCCESS,11518,fedc238584d34d7f854726760e47fa4e
hiroisojp,1574884896993,11589,66,SUCCESS,11589,_0ZNctRRQz2bXTbPUszW1Q
DKotto,1574291701935,11734,67,SUCCESS,11734,29d635808ab642bc9badf2e1e9baf59f
leo-DNPds,1573183555632,11803,68,SUCCESS,11803,5306ba34dbe645ed8e2bfd2782081506
Srhastag,1574999899478,11805,69,SUCCESS,11805,OZ3GchkuRs6lMHvqrIESOQ
xandrew,1573702407958,11831,70,SUCCESS,11831,a15d9381a64c4d6697ffb1ceae6ef552
hisys-strategy,1573693722571,11904,71,SUCCESS,11904,d21da5d382b444abb04221f795f05d83
honjun,1573444939180,11931,72,SUCCESS,11931,e5a44fb0153c4faabf89206bdb93dfd4
tbitai,1574426854660,12091,73,SUCCESS,12091,97f273b45872487f8c474fa6b9ba28d7
LuckyMan,1574099297311,12104,74,SUCCESS,12104,hbVXmPNNTAGt_ndmy0JCtg
DeepVasco,1573380001507,12112,75,SUCCESS,12112,5d6cbff524b14dcfa559b03f4d273c8d
JPMC-HandsFree-London,1573635704947,12186,76,SUCCESS,12186,DZAYqyd-Tp6eE15IopWCgQ
Johnny-ChemAxon,1573693568295,12191,77,SUCCESS,12191,sbBPGaItT_CY9mpACsDWgQ
Sola-DNPds,1574872200668,12194,78,SUCCESS,12194,qH2hI69YTQGTOyWa15PW3w
21emon,1572971609814,12265,79,SUCCESS,12265,ee34f5b6677b41f782b969cb23f2760c
hisys-morimori,1573690487936,12269,80,SUCCESS,12269,87b288812ffb499eb28e3053f370b67e
CruzRamirez,1573488783385,12293,81,SUCCESS,12293,Zx_FEQUGTo-DLKNy6O2y-g
nt20190523,1573518080951,12386,82,SUCCESS,12386,61700ba1cfb54955b7593ad9631b404e
KAGRAZAKA-DNP,1574152325373,12456,83,SUCCESS,12456,23376b3a65b24fa58a3f6e28a46b733a
2edgy,1573056194741,12639,84,SUCCESS,12639,504baf5f21ae42d3865d4492aa687d50
RickyTW,1574121955602,12648,85,SUCCESS,12648,144febd7865941228bc4321d3a3f1b81
hoshino01,1575006210216,12680,86,SUCCESS,12680,82e5ed30bf4a4da9a67b395dfaabc6b7
GummyBear,1573744094210,12682,87,SUCCESS,12682,6ec0eaaca4ea4f518879c9cc784c2bed
zut,1574471239801,12706,88,SUCCESS,12706,7a87ab9a29104fbf9767a433525f9f00
bredon,1573612051844,12719,89,SUCCESS,12719,8643d521fa58427ab8fde26bbce9a05b
YahSukeBaseline,1573593222248,12789,90,SUCCESS,12789,a4c807bf2d7b4bbd84e221b23b0cba64
PlavaMultipla,1573034528338,12846,91,SUCCESS,12846,5dbc2be0bc464f6799cf59b9fb5f1091
TheStarlitCharlotte,1574868164412,13021,92,SUCCESS,13021,84081716d5be4ed4afa6eb137d6f8659
LuigiIlPugilista,1573392734738,13191,93,SUCCESS,13191,21c3bbdf02af4f4eaf3acc70c32d2da9
mofumofu-FOX-NiftyLAB,1573202740606,13271,94,SUCCESS,13271,4ddbb3976deb48aeb17da4dbfaffd46c
ame-racer,1573716265924,13338,95,SUCCESS,13338,64a5e467e96140429c5454d22f83568e
Rubono,1573514861565,13619,96,SUCCESS,13619,8976ae1aca3542bb9f4a7b15187b13fd
chan-kai-long-hk,1573783445734,13658,97,SUCCESS,13658,f784e503e223490894d2632d50ccb989
kyle-k-chan,1573659048448,13724,98,SUCCESS,13724,0c1af5e9b2fc4934932df1696b949b81
bly,1573787565784,13934,99,SUCCESS,13934,bb7dc9b55df34540999c4d9efe414970
RoboCalvin,1573913171366,13978,100,SUCCESS,13978,00e187d41fff4dc08d1be54375a46a3a
Melnana,1573504306226,13996,101,SUCCESS,13996,f0ce554a776440e7aad2437a2a61e087
airbenders,1574815576609,14204,102,SUCCESS,14204,b74d894404fe42bf967025ec1f3e127d
SuperKurbat,1573733198526,14205,103,SUCCESS,14205,64472a46b0414f78a42113ff69a63009
Breadcentric,1575156745456,14217,104,SUCCESS,14217,SjNec5b-SpOk7y9b6rh4KQ
Ailien,1573534091852,14227,105,SUCCESS,14227,0e8b637ab2ba4d4b8798e7be27ad4d94
StarlightDreamStudio,1573153453335,14263,106,SUCCESS,14263,ab8b1b9f618e4c26a7797f12e3cfa341
BANDIT,1573112751858,14469,107,SUCCESS,14469,b018c3293ac14794bb05417f0c0f4f0b
aipc,1573567700652,14613,108,SUCCESS,14613,nt4uzPbdSJOA30SIcZBWbw
JonathanPorterJones,1574651731535,14647,109,SUCCESS,14647,21a3ce3ca55249d09ad7c42bc1ccc880
georgeyeungacn,1573622810313,14840,110,SUCCESS,14840,a16587f6a906451695491b6c2cafb88f
Merfoulis,1575140967262,14899,111,SUCCESS,14899,ZXo038NgQoikG6lL_A5fVQ
AdrinCarrin,1573162984300,14916,112,SUCCESS,14916,b1b296ce08534f3ab1729a5596ef7f51
AlanatGJI,1573047445661,14946,113,SUCCESS,14946,a902b0c7032e4ede8ca889ae36b5d819
JPMC-RogerRabbit-Houston,1573483106596,14985,114,SUCCESS,14985,TSoego0RTCazPagbkqTnlw
debanjanbasu,1573600582557,14996,115,SUCCESS,14996,ce493c0e273b48549d1f61be7fe17b93
Kiem-Nguyen,1573224758360,14999,116,SUCCESS,14999,b08d8c5f4bb94703ad542f2df0150d7c
Beuz,1574036676379,15123,117,SUCCESS,15123,41d4278c4ed84369aa069f5a4c88e419
awsDeepRacer-rohitkrishnan-2019,1573658886432,15143,118,SUCCESS,15143,56457e1821f84adfa3d27dae5e82aafb
dartjason,1574620685286,15197,119,SUCCESS,15197,JSflDq5rQgKEuA5Ots4kDQ
luiscosio,1573762225138,15274,120,SUCCESS,15274,e95fb45dad84427795daa24cfb26ad5d
JimWu,1574410304642,15320,121,SUCCESS,15320,a15c2cf1c5994ecf9de16b7811e716b6
Mentaiko-DevelopersIO,1575102940479,15378,122,SUCCESS,15378,Wt5C8BPAS0OPlzY3-txb-w
YazRacer2,1574794941042,15428,123,SUCCESS,15428,db638dff1e604df596879c194e9f4a58
Luna,1573888991902,15472,124,SUCCESS,15472,8a22db39c64148d0ac04b0a644617db3
aaaaaaaaaaaaaaaa,1574329957039,15542,125,SUCCESS,15542,5e4fdb5b70a2446b9be896f266953e0c
mikanbox,1572937587293,15550,126,SUCCESS,15550,c100c4ccf3e943d9a10bfb69a3e3a3d5
Chicago-3-DeepDsh,1573504005708,15559,127,SUCCESS,15559,nY_dnhQ_Q2qOXz1zdfRD-Q
cantkeepmedown,1573157711699,15600,128,SUCCESS,15600,5c3db0890a4a454b87c5f37a8d5f25a5
T-Matsu,1573516643968,15674,129,SUCCESS,15674,a22c41d38a1c425d91e260bc5f948b6e
jdoc,1575085116038,15689,130,SUCCESS,15689,8b80a16e51a44a009ef9a1934e5e1423
TapeDrive,1573531363359,15731,131,SUCCESS,15731,5b27b2faf5d94b52b1d1b5a0368188f0
ooo,1573696966696,15745,132,SUCCESS,15745,d290fb1dabe94b938dae1a4142dbeb37
waypoint,1574950627917,15802,133,SUCCESS,15802,920ff5f6f9d54995a4cfdf61df90bd05
Wisdom,1574070133253,15823,134,SUCCESS,15823,VsRPXEYgQp63TXEsbtAF1w
statsu,1573695890664,15859,135,SUCCESS,15859,73e7dc957e654369b5f75feb0a5fabe6
OPGoer,1573285315923,15863,136,SUCCESS,15863,590874ad9ba6422aa6dd8fed36109416
piano,1573279370047,15880,137,SUCCESS,15880,UlhPeJD_R1mP1YVlotOxSA
JLG-1st,1574732297688,15894,138,SUCCESS,15894,35a354fa1ec74474bc350d9cb8765a86
MidniteDstroy3r,1573082466418,15957,139,SUCCESS,15957,ac6cdb2219594931a541f12e5559924c
WinstonDR,1573218863943,15989,140,SUCCESS,15989,60f9d474080e46efa776a6f18a047bb2
ScottMv,1574903515942,15993,141,SUCCESS,15993,c5eb5c248fc84155b395cbaecfbb9d5e
CRU153R,1573152937701,16025,142,SUCCESS,16025,2183ea2f29e745d4ad2812610d469ee2
SK,1574069730090,16078,143,SUCCESS,16078,eac279f5b9cd4694aa2dc42dc8e82240
yoji-DENSO,1573457940104,16128,144,SUCCESS,16128,cdf5775db49b46e3a02e14d7c6f18a95
DrunkDriver,1573419541169,16139,145,SUCCESS,16139,a5f0da800138449fbeab6bbfbae3b369
ddojefritture,1573337766029,16162,146,SUCCESS,16162,78b4b98b7a494c649b284ec815f5dd3f
DUB-jakepres,1573298735035,16207,147,SUCCESS,16207,87bb03c0f30b45ba97a2d48a811719b5
DASH1idhwan,1575097932311,16252,148,SUCCESS,16252,2ba5a6015f354a6bbc0b385b34ad156d
sashok,1574899664773,16271,149,SUCCESS,16271,4e974f933e034a43b19361b6ec56c9d2
Tast,1574680541445,16281,150,SUCCESS,16281,a5e30fe891044fb2aff2f1ae17c7f428
marron,1573655174174,16305,151,SUCCESS,16305,79043808e74544e89cbf5da128cbe824
LastManStanding,1574862823472,16381,152,SUCCESS,16381,md9oogMIQW2pZF2KbfWjZw
5amurai,1573353463878,16468,153,SUCCESS,16468,37ac9e433432493196c59d12c4f91596
SHA,1574000871338,16490,154,SUCCESS,16490,1e964ed837dc4618be35bf7efdd7b455
STAN-SEEDer2019,1574611926262,16668,155,SUCCESS,16668,6a9d9497f4ae43d9aabbf8e0546befec
ThoEng,1573554270598,16690,156,SUCCESS,16690,e1b72e9f404d4e1c914c9464b1a71987
Ronak2018,1573236416471,16758,157,SUCCESS,16758,y0Qwnb-GQkO2Pzyl_7byYQ
lsb,1573330965924,16831,158,SUCCESS,16831,5e3f2d6a0adb46f2a2bd60ee7344ad32
axonxsl-deepracer-001,1573538130814,16854,159,SUCCESS,16854,JQi1oXqaROeNfTELruBGdg
Basic-SteeringAngle-CC-evaluation,1573531606381,16891,160,SUCCESS,16891,21433a435ca84f66b12940eee1e67751
racer-x,1573551944024,16923,161,SUCCESS,16923,1e74c4bc0acf415fa5a99fcafa207ef4
hisys-cheap,1574147937667,16928,162,SUCCESS,16928,9765908cfee547d1836f1e4694870cca
GJP-2wheels,1573213732798,16928,163,SUCCESS,16928,LUQW6XxaQymLchY8_vc0tg
prish,1573671445873,16941,164,SUCCESS,16941,75d2015210da46dfb3f63bfda7d9b88e
Inder,1574697696818,16953,165,SUCCESS,16953,13ad70c4398b4e8a88b84a050d4ab555
okamt-DENSO,1573463211567,16981,166,SUCCESS,16981,053cd3c390694cafa906c560a220fea8
miraco,1573664109310,17003,167,SUCCESS,17003,89c7bbda146b4576a1341121aea622c9
AC3NZ,1574379539215,17028,168,SUCCESS,17028,488d500185d44ac1bf258659d9d320c6
tony-3hr-trial,1573700111023,17078,169,SUCCESS,17078,3ea933574657446298935fd486cdc002
Logan6,1574175405663,17092,170,SUCCESS,17092,3b99d035143c45c6b102cd853fdbfed3
Experis-Solutions,1573745146919,17122,171,SUCCESS,17122,c68c301280aa472b8c06cfbf54244dd7
DRP-1981,1574810739521,17133,172,SUCCESS,17133,9759055471284e70b3ba993f6be6bb63
KenRacer,1574708409347,17157,173,SUCCESS,17157,2d406d5449ac4de8b90b3d0daa515fb7
woodstocktimes,1573606320794,17192,174,SUCCESS,17192,0e86c5b9765b464db50904d158c80c2e
666,1572918628452,17222,175,SUCCESS,17222,268f365ec36143e1bb7a477ec52ba9ab
My-first-try,1573076867649,17240,176,SUCCESS,17240,81a8cf83731545ba9f99edeb33687da3
Corellian-Corvette,1573432541505,17283,177,SUCCESS,17283,e67f8b02bb65487fa4c3b14e443d2ff9
kyonkyon-DENSO,1573300805577,17290,178,SUCCESS,17290,c29e440f3a2d446789e551debe162657
InnoSoft,1574099345741,17330,179,SUCCESS,17330,4ec3f45e01574c768b499aa744ddcaca
sobmenso,1573843261487,17487,180,SUCCESS,17487,571040eeb7ff42889a979e6ef842ee90
cpl-model1,1573161295978,17527,181,SUCCESS,17527,68b74235cc354f1ca484f2ea6aef53ae
Mingchoi,1573284916213,17541,182,SUCCESS,17541,6ae91fc76da24b8d9fe293656bb67677
BolidoSL,1573226650100,17582,183,SUCCESS,17582,aae99caa99094b55934a295f376513f1
imo,1574079314681,17600,184,SUCCESS,17600,5e290d53225145d68b3a062b50aace69
Zhs,1573788043007,17643,185,SUCCESS,17643,32a1d5197a6e466aa94aaafa4f02e2fb
Giacomo,1573073864776,17710,186,SUCCESS,17710,W0KfevJdRWiQfxwL4NH15g
AM-DENSO,1573516219630,17738,187,SUCCESS,17738,fa523ac9c1464c93bdb070e88ca6f531
CloudBrigade,1574403356673,17740,188,SUCCESS,17740,13e7b586b2824566a60b062885cd8da0
2nd,1573271323125,17752,189,SUCCESS,17752,wxGTEIt_RgCxzk8bnLBtfg
nalbam-mz,1574649603576,17797,190,SUCCESS,17797,a8eaea7a55ad4b579f610aa8c96cbc66
MEC,1573640935544,17799,191,SUCCESS,17799,dfe86c2d79ab4740810197315038cc56
ARG,1573018030473,17812,192,SUCCESS,17812,935ee9017236445e99d89942f04a986b
bluepasta7,1573311178379,17865,193,SUCCESS,17865,10405e0af8b64b19b707c81104155d19
testw,1573652215789,17872,194,SUCCESS,17872,7ab619cfc596440cba5149f6ff0621a2
2ndSeneca-Basic1st,1573071288309,17879,195,SUCCESS,17879,b1207b139a3848e5bbd443ce322f8734
Totoro,1574245847773,17893,196,SUCCESS,17893,1248edaf506742df86151d6b687e73ec
Umberto-Panico-ACN,1573640208547,17957,197,SUCCESS,17957,cd4e1ec195ac4718bb8376f93eab0b9b
obon,1573245141089,17963,198,SUCCESS,17963,ea34e8b46c6b4076a18dfcd6f0b01f27
Tamami,1573705972048,17988,199,SUCCESS,17988,efb860126fca484494c9eb5ede94823f
MedcRacer001,1573039868656,18136,200,SUCCESS,18136,ccad3d3ba43d4d919fb9a3251f455a81
GWP,1573850577911,18168,201,SUCCESS,18168,6d335a285ac24bec8c77fa6c44e5cd1d
arockia-toycar-model,1573133028300,18185,202,SUCCESS,18185,346cdd64962a45a29e252d3eddf18c54
RohitYadav,1573094498273,18190,203,SUCCESS,18190,189d18dbf182494aa4106813347a612c
Saartestdeepracer,1573764063305,18219,204,SUCCESS,18219,fbabfe3f855648c0977c82bec8962be2
Test001,1573641189404,18257,205,SUCCESS,18257,7da5a6baa86343ef9322a373461758c9
dev,1574209690307,18279,206,SUCCESS,18279,3cdf2ab3314b44279643fd405608f9dd
team5,1573732597003,18310,207,SUCCESS,18310,cd03c61a324e41c6aa674a4902e401b3
Shtio-DENSO,1573112949140,18330,208,SUCCESS,18330,5e78fa99cf7744e781f40be4d9d1f6e8
NCL-Racer,1573096440917,18336,209,SUCCESS,18336,4d1d84ee92c547c38b4863c3dd722a57
Chicago-2-StanMan,1574265346276,18347,210,SUCCESS,18347,c1fbc98670324d0d8afdc8e661cd34a9
Vikram1,1573733780651,18351,211,SUCCESS,18351,bc2f0fe3e36d40498042853b59d99317
Epipolar-DENSO,1573599584149,18351,212,SUCCESS,18351,a243e6f9a68649f08eca427103390389
js3b,1573846447639,18409,213,SUCCESS,18409,f778f005175447ecba2b5b175b52797a
iRaceuDrive,1573750439946,18414,214,SUCCESS,18414,b8741745698e468eaa5df3084c72ea65
WandaTW,1573252122648,18414,215,SUCCESS,18414,3c15ae3503834b699c801d15af5b9d3c
KaduFanti,1573993417993,18429,216,SUCCESS,18429,3083a1a27e6c44c2b7d6d743d9a4026a
t1,1573216634488,18449,217,SUCCESS,18449,765bf143c557469d8cbb3dca9379844c
PanChan-DENSO,1573397581387,18462,218,SUCCESS,18462,ebea150665d245e183d825c2bee796f7
ScooterMcGavin,1573782589035,18483,219,SUCCESS,18483,471dae5c20f248a5a2f901ba096a3e05
DUB-cotshane,1574351365357,18487,220,SUCCESS,18487,c338d8c6a37c431d817eda0ad15240f1
pnowak,1573166842663,18491,221,SUCCESS,18491,a006a61a1d0441a390c43416ff56bd8f
Werfactor,1574794803069,18522,222,SUCCESS,18522,2818f7164a1d48fd94bf7af75a321581
TestRun,1573726881686,18557,223,SUCCESS,18557,c3348a130cce4d5d9c44ee4a1c227830
dheerajRacerV2,1573238563413,18583,224,SUCCESS,18583,cbr2mLdDTqqWdNepNJGuNQ
peter-test-0,1573252605062,18610,225,SUCCESS,18610,748e8b7a6c3c401b99da148ddbe655da
Sandy,1574839329379,18620,226,SUCCESS,18620,130a574e28414ab9823fba225fe3a948
nakatsu0404,1575127980560,18621,227,SUCCESS,18621,322345d9ea0f41548c7db3b684999b0a
DeepThought,1573948903687,18622,228,SUCCESS,18622,758f6c9d03cb4de3a3d9cbc192b9a831
ow,1573096943836,18640,229,SUCCESS,18640,6e2e3854dd44427aa002ee73a66cc236
CHC,1573727947072,18653,230,SUCCESS,18653,f3b8fbcb139a4ce6992e1f3f4717afe1
AVI-Noodles,1573658403577,18687,231,SUCCESS,18687,38b0792aca7649dc81b8a2f3ed068fd9
Fire-Chief,1574824836894,18738,232,SUCCESS,18738,47f123eab1624f4da4cd6b67083e85b7
Test-ogura,1573354125127,18764,233,SUCCESS,18764,6bdec97975f94a82b663bd7915247f56
Solomonzhs,1573272487327,18807,234,SUCCESS,18807,52cd0f69fad64079b08d475b9c199880
BG,1573788794434,18807,235,SUCCESS,18807,6df3e0336edd465d8fc844af8113bd19
J,1573039660150,18897,236,SUCCESS,18897,6f3b2c0868e24f91bc08cb23cc88c8b1
dasdsadas,1574114374165,18905,237,SUCCESS,18905,d535615e5f4044c3b9d9bbe31564eac3
superTestone,1573816879591,18947,238,SUCCESS,18947,b813cead2dc846418a314e25a7b82be8
bryan,1574364361748,19007,239,SUCCESS,19007,fd19b095deac4c5db8154b17c05efa1b
CX-Fek,1573388027427,19036,240,SUCCESS,19036,41e73d434d7c43c2acf1072963dcb552
ktksq,1573369223341,19043,241,SUCCESS,19043,80a973cbf064415cbde549ecdf47f04f
Nemanja-1,1574172998889,19057,242,SUCCESS,19057,d4b41467b93349e289769cae177e4d20
ev1,1573739962686,19061,243,SUCCESS,19061,ee8a6f4280104310934909ad9272caca
Ciccio,1573238338119,19078,244,SUCCESS,19078,4704be8c215d466ea159bf7cb155042a
zain-quickbot,1573040553809,19078,245,SUCCESS,19078,2124ef4560024f28b0c38a2b64e0332c
Roxies-Racer,1574046976479,19084,246,SUCCESS,19084,36ba8465f7494bb59f115e8fb61de7ac
JURacer,1573631695312,19110,247,SUCCESS,19110,3022ffd4818c4068a87fd02ec629a3f5
INPL-THUH,1573723201181,19126,248,SUCCESS,19126,d5c48675128743d88e0d90a9687b5c17
gbrejeiro,1573079653435,19161,249,SUCCESS,19161,3dfd1fe2ca5e481fb5755fdbe5b3e59b
124,1573510761816,19183,250,SUCCESS,19183,2a4c294de81946ef9c7f9428f51cf6fb
acloudguru,1574266928143,19204,251,SUCCESS,19204,1c79f3c66a04410b8b2dbe651ed79e75
race-20191010,1573052733924,19221,252,SUCCESS,19221,392d6469e16a48638b0def8378d8c5f4
wz-7-ar-a-001-clone-Oval-Track,1573184134899,19227,253,SUCCESS,19227,d616db4138b44556bcd5540c4200d4cd
pradeeptest,1573779132612,19263,254,SUCCESS,19263,559194a20ac247d19ea71d0488c3df41
DppRacer09,1573573215410,19266,255,SUCCESS,19266,a19945e072d14c48bc907b1a3320db79
aki-model-1,1573530466140,19293,256,SUCCESS,19293,178aed7b3d034bd4a7bf0dd0a34c742e
incremental-test-01,1573333922481,19298,257,SUCCESS,19298,96aea926c0564d6488ef281d0a971467
TORII-DENSO,1573526949856,19353,258,SUCCESS,19353,d9572c6dc9cb43cc986dfe37a9fb4c95
BJS-wweiam,1573500937488,19398,259,SUCCESS,19398,23bd921ad85f4b5eae6cc9d268c28083
sunil-tes001-ev,1573236150555,19413,260,SUCCESS,19413,oDl370MeTUOAZK1d21hK_A
RageAgainstTheMachineLearning,1573665988611,19425,261,SUCCESS,19425,c92652232622488ba487f313abd4a732
Whatever,1574856836978,19626,262,SUCCESS,19626,8753b11ce32b4623b46cbbc35018cce8
DarkKiwi,1574719840584,19628,263,SUCCESS,19628,541cc107f01e43ce93694cc51dad198f
horry-goh,1574953267114,19655,264,SUCCESS,19655,89ef019ce5174185be0ff137df681250
okiyasu1st,1573003767553,19681,265,SUCCESS,19681,77a09188f2704b58915d10668e7e0ccd
VirtualCircuitRace1,1573732772095,19686,266,SUCCESS,19686,aec48685bc5c4703907902ba70d985a2
quadnine,1574587622862,19689,267,SUCCESS,19689,7a178ba57c8245988a197d4aa854d50d
Pop,1573017911421,19695,268,SUCCESS,19695,bb9474cc0cc74ad584af0e5b59f05370
CCninja86,1574022840272,19710,269,SUCCESS,19710,ba7b1d376c8f4fb88ff3e3cb8e24b0d8
BOTtas,1573053271390,19712,270,SUCCESS,19712,b664e481f06f4e7abe6906f2e0cb420d
Trey,1573742994549,19729,271,SUCCESS,19729,9f8a1288154945c88364110bc0639adc
Guy,1574175613869,19735,272,SUCCESS,19735,7f49e9fbc98a4f44ac95edc14d29da7d
AnnieAmazingAccenture,1573731021184,19764,273,SUCCESS,19764,080ec485cb2b44828d266b0e8ef7f6c6
Max-Schumacher,1573797001244,19807,274,SUCCESS,19807,058ee01c332c4f248aa206002eb03967
PrestigeWorldwide,1573593569335,19824,275,SUCCESS,19824,5ddbeba287f74f9ba953ccd26396982e
Jungwon,1574153698062,19835,276,SUCCESS,19835,b75f486e06bb4dfb84f9567036a7a6bb
Team-Flash,1572931767818,19843,277,SUCCESS,19843,5988a4fb3df8445980bc61fa7a1d87bd
