Alias,SubmissionTime,LapCount,AvgLapTime,BestLapTime,TotalLapTime,AvgResets,CollisionCount,OffTrackCount,ResetCount,SubmissionCount,Rank,LeaderboardSubmissionStatusType,RankingScore,UserId,TeamName
Rakesh-Arumalla,1599011830103,3,29194,28884,87583,0.0,0,0,0,2,163,SUCCESS,87583,agzUTeeLS8GvRr8Ge5JpJA,
runwayx,1600699567511,3,30144,28279,90432,3.3333333333333335,0,10,10,1,164,SUCCESS,90432,4iICtVK4QTC0uA8Vl1MOSA,
edhernandez,1601429893959,3,30876,30621,92629,0.6666666666666666,0,2,2,3,165,SUCCESS,92629,Q52CEZ_4Rk2hhdS0Yr5Lcg,
kl-DBS,1601434330047,3,30976,28070,92929,8.666666666666666,0,26,26,1,166,SUCCESS,92929,0RuhLnCXSVG8pSiVqli-Fg,
SJ-Beijing,1599723483007,3,30983,29607,92951,0.3333333333333333,0,1,1,2,167,SUCCESS,92951,N3CP25-_QLmiL9mv3KHwVw,
Racer86-DBS,1599715426731,3,31171,27802,93515,2.0,0,6,6,2,168,SUCCESS,93515,qvs0JLV0QUqof1jBTXukJg,
Dumbo,1601017999870,3,31627,28427,94883,8.666666666666666,0,26,26,1,169,SUCCESS,94883,4m6nkAdES96QUTee9Q2dlg,
PacemakersEh,1600390444475,3,31921,27827,95765,8.0,0,24,24,1,170,SUCCESS,95765,BcsxPSRpTUuIqQ4VreDSxg,
Swashes,1599829380644,3,31954,26731,95863,7.666666666666667,0,23,23,1,171,SUCCESS,95863,E4exQoZ5Q32EXZoIq5X67A,
Blackcar,1600933912337,3,32010,31335,96030,0.0,0,0,0,1,172,SUCCESS,96030,NHcZtoeISfe3K45AyB1gEw,
metaracer,1601502913238,3,32104,28640,96314,6.666666666666667,0,20,20,1,173,SUCCESS,96314,e1iMexE5Rk-iwwCkOobMeQ,
Darthtrooper14,1599351178623,3,32275,25607,96825,2.0,0,6,6,1,174,SUCCESS,96825,UQ_Hj0NgS8ign8q6e6mYNA,
Volk,1599019383005,3,32276,29005,96828,0.6666666666666666,0,2,2,2,175,SUCCESS,96828,gk7AnWeITH-g2JUGGxwPVA,
S-P-,1601069573339,3,32284,31271,96854,8.333333333333334,0,25,25,1,176,SUCCESS,96854,MxT5p4ZvSTOcc6ANa8VZNg,
Bhumil-DBS,1598955339588,3,33293,31660,99880,0.3333333333333333,0,1,1,1,177,SUCCESS,99880,2hxCo2AVT-G7Pu_eQ5b-2g,
ITERAMoonRouter,1601506812663,3,33966,32609,101899,0.0,0,0,0,1,178,SUCCESS,101899,WReLUbxKSXCYYTElcmO5Rg,
