Alias,SubmissionTime,AvgLapTime,Rank,LeaderboardSubmissionStatusType,RankingScore,UserId
Rakesh-Arumalla,1565306367969,18629,55,SUCCESS,18629,agzUTeeLS8GvRr8Ge5JpJA
ddct,1567270326109,19887,56,SUCCESS,19887,-uSMKduNRmuMpW8_tgKioQ
HKW,1564852269399,21102,57,SUCCESS,21102,t0kT7zjvQ2iMhBgPZwnhxg
KasztP,1565767522005,21942,58,SUCCESS,21942,B_NHhZzIT7yLboMZHKC3Qw
rockper,1567028680609,23143,59,SUCCESS,23143,ocsrl3zWSRmh6szb3kmORw
LuiX,1564795911608,23912,60,SUCCESS,23912,0NCqw4XFR9G70Ud6mp5fRw
nj2610,1565194807064,24531,61,SUCCESS,24531,WqvvaXw0TsmEbJRL7R-8kw
William,1566967084790,29570,62,SUCCESS,29570,yTUFESa8R-qXNPrhOEy7Kg
TPA-SB2,1565794611418,30518,63,SUCCESS,30518,x3z_O9BuRgaKhrOyrLX6SQ
Adam-H,1566742898416,39096,64,SUCCESS,39096,63LM4ZOGRmyM9GjZ-IVJgg
tekgrl,1566141656107,58291,65,SUCCESS,58291,aJlzgk6tQj-dSVl6x6tERg
ykirpichev,1566512431634,58402,66,SUCCESS,58402,g5h4cXVnTGW9ZotltQX7SQ
spartan,1566004310033,58714,67,SUCCESS,58714,6Wy_Yi6FSPaC5IRH0jMSIA
marcusholmgren,1566063969624,68609,68,SUCCESS,68609,rIITsfzqRbessUyxNzGXWQ
Lina,1567028301963,76938,69,SUCCESS,76938,XeBgwELvQ_uvlo7ETeWk6w
faisalchohan,1566372297395,78534,70,SUCCESS,78534,hgUPlWVvTrWak3BZYLL2tA
spartan0,1566943883490,80623,71,SUCCESS,80623,sGs_nHS-SmGhKfO_IA-qCQ
MASTERRACER,1566863084495,81388,72,SUCCESS,81388,Va4lndseRtOxkaNuwkPYkA
